date;open;high;low;close;range;pct_change;rel_volatility
2024-09-14;1,353e-05;1,413e-05;1,298e-05;1,399e-05;1,15e-06;3,399852;0,08484
2024-09-18;1,398e-05;1,406e-05;1,301e-05;1,331e-05;1,05e-06;-4,792561;0,077577
2024-09-22;1,331e-05;1,502e-05;1,299e-05;1,5e-05;2,03e-06;12,69722;0,144948
2024-09-26;1,5e-05;1,567e-05;1,42e-05;1,523e-05;1,47e-06;1,533333;0,098427
2024-09-30;1,526e-05;2,157e-05;1,494e-05;1,936e-05;6,63e-06;26,867628;0,363188
2024-10-04;1,935e-05;1,935e-05;1,556e-05;1,604e-05;3,79e-06;-17,105943;0,21713
2024-10-08;1,607e-05;1,873e-05;1,6e-05;1,752e-05;2,73e-06;9,023024;0,157213
2024-10-12;1,746e-05;1,802e-05;1,616e-05;1,763e-05;1,86e-06;0,973654;0,108836
2024-10-16;1,766e-05;1,891e-05;1,714e-05;1,818e-05;1,77e-06;2,944507;0,098197
2024-10-20;1,822e-05;1,943e-05;1,762e-05;1,905e-05;1,81e-06;4,555434;0,097706
2024-10-24;1,903e-05;1,925e-05;1,71e-05;1,767e-05;2,15e-06;-7,146611;0,118294
2024-10-28;1,766e-05;1,814e-05;1,64e-05;1,722e-05;1,74e-06;-2,491506;0,100753
2024-11-01;1,723e-05;1,967e-05;1,685e-05;1,793e-05;2,82e-06;4,062681;0,154436
2024-11-05;1,788e-05;1,818e-05;1,629e-05;1,681e-05;1,89e-06;-5,98434;0,109661
2024-11-09;1,684e-05;1,947e-05;1,684e-05;1,904e-05;2,63e-06;13,064133;0,144864
2024-11-13;1,9e-05;3,014e-05;1,855e-05;2,686e-05;1,159e-05;41,368421;0,476073
2024-11-17;2,66e-05;2,77e-05;2,281e-05;2,463e-05;4,89e-06;-7,406015;0,193625
2024-11-21;2,462e-05;2,591e-05;2,346e-05;2,395e-05;2,45e-06;-2,721365;0,099251
2024-11-25;2,393e-05;2,778e-05;2,318e-05;2,573e-05;4,6e-06;7,521939;0,180534
2024-11-29;2,577e-05;2,639e-05;2,351e-05;2,551e-05;2,88e-06;-1,008925;0,115431
2024-12-03;2,55e-05;3,277e-05;2,536e-05;2,976e-05;7,41e-06;16,705882;0,254946
2024-12-07;2,984e-05;3,284e-05;2,755e-05;3,085e-05;5,29e-06;3,384718;0,175195
2024-12-11;3,086e-05;3,315e-05;2,443e-05;2,716e-05;8,72e-06;-11,989631;0,302883
2024-12-15;2,715e-05;2,966e-05;2,61e-05;2,745e-05;3,56e-06;1,104972;0,12769
2024-12-19;2,745e-05;2,827e-05;2,398e-05;2,405e-05;4,29e-06;-12,386157;0,164211
2024-12-23;2,401e-05;2,443e-05;1,868e-05;2,147e-05;5,75e-06;-10,578925;0,266759
2024-12-27;2,149e-05;2,386e-05;2,101e-05;2,152e-05;2,85e-06;0,1396;0,127034
2024-12-31;2,154e-05;2,238e-05;2,06e-05;2,11e-05;1,78e-06;-2,042711;0,082829
2025-01-04;2,112e-05;2,46e-05;2,056e-05;2,438e-05;4,04e-06;15,435606;0,178919
2025-01-08;2,441e-05;2,475e-05;2,174e-05;2,183e-05;3,01e-06;-10,569439;0,12949
2025-01-12;2,18e-05;2,267e-05;2,059e-05;2,221e-05;2,08e-06;1,880734;0,096163
2025-01-16;2,22e-05;2,285e-05;1,981e-05;2,283e-05;3,04e-06;2,837838;0,142522
2025-01-20;2,281e-05;2,492e-05;2,001e-05;2,029e-05;4,91e-06;-11,047786;0,218562
2025-01-24;2,027e-05;2,181e-05;1,963e-05;2,015e-05;2,18e-06;-0,592008;0,105212
2025-01-28;2,016e-05;2,057e-05;1,755e-05;1,894e-05;3,02e-06;-6,051587;0,158447
2025-02-01;1,897e-05;1,96e-05;1,777e-05;1,887e-05;1,83e-06;-0,527148;0,09794
2025-02-05;1,889e-05;1,918e-05;1,252e-05;1,58e-05;6,66e-06;-16,357861;0,420189
2025-02-09;1,576e-05;1,653e-05;1,468e-05;1,596e-05;1,85e-06;1,269036;0,118552
2025-02-13;1,596e-05;1,728e-05;1,524e-05;1,701e-05;2,04e-06;6,578947;0,125461
2025-02-17;1,7e-05;1,714e-05;1,589e-05;1,596e-05;1,25e-06;-6,117647;0,075689
2025-02-21;1,597e-05;1,623e-05;1,49e-05;1,557e-05;1,33e-06;-2,504696;0,085448
2025-02-25;1,555e-05;1,595e-05;1,362e-05;1,362e-05;2,33e-06;-12,411576;0,157592
2025-03-01;1,367e-05;1,485e-05;1,304e-05;1,394e-05;1,81e-06;1,975128;0,129796
2025-03-05;1,394e-05;1,515e-05;1,23e-05;1,308e-05;2,85e-06;-6,169297;0,20765
2025-03-09;1,305e-05;1,379e-05;1,258e-05;1,265e-05;1,21e-06;-3,065134;0,091771
2025-03-13;1,265e-05;1,287e-05;1,1e-05;1,233e-05;1,87e-06;-2,529644;0,156682
2025-03-17;1,232e-05;1,372e-05;1,182e-05;1,313e-05;1,9e-06;6,574675;0,148786
2025-03-21;1,312e-05;1,356e-05;1,229e-05;1,295e-05;1,27e-06;-1,295732;0,098259
2025-03-25;1,298e-05;1,369e-05;1,248e-05;1,349e-05;1,21e-06;3,929122;0,092472
2025-03-29;1,352e-05;1,561e-05;1,306e-05;1,325e-05;2,55e-06;-1,997041;0,177886
2025-04-02;1,323e-05;1,335e-05;1,201e-05;1,269e-05;1,34e-06;-4,081633;0,105678
2025-04-06;1,268e-05;1,287e-05;1,187e-05;1,235e-05;1e-06;-2,602524;0,080841
2025-04-10;1,234e-05;1,237e-05;1,038e-05;1,193e-05;1,99e-06;-3,322528;0,174945
2025-04-14;1,192e-05;1,264e-05;1,145e-05;1,203e-05;1,19e-06;0,922819;0,098796
2025-04-18;1,204e-05;1,238e-05;1,153e-05;1,179e-05;8,5e-07;-2,076412;0,0711
2025-04-22;1,179e-05;1,278e-05;1,169e-05;1,233e-05;1,09e-06;4,580153;0,089089
2025-04-26;1,234e-05;1,423e-05;1,226e-05;1,415e-05;1,97e-06;14,667747;0,148735
2025-04-30;1,417e-05;1,51e-05;1,323e-05;1,341e-05;1,87e-06;-5,363444;0,132016
2025-05-04;1,342e-05;1,373e-05;1,294e-05;1,299e-05;7,9e-07;-3,204173;0,059243
2025-05-08;1,298e-05;1,32e-05;1,236e-05;1,28e-05;8,4e-07;-1,386749;0,065728
